,drugName,rating
41153,Sertraline,8
41167,Strattera,8
41170,Celexa,10
41179,Bupropion,6
41197,Sertraline,8
41218,Prozac,8
41225,Prozac,8
41236,Cymbalta,5
41246,Pristiq,8
41259,Parnate,10
41288,Escitalopram,3
41305,Sertraline,9
41315,Cymbalta,1
41329,Cymbalta,9
41333,Desvenlafaxine,8
41338,Effexor,2
41370,Trintellix,8
41391,Vilazodone,9
41433,Lexapro,10
41482,Alprazolam,10
41486,Bupropion,9
41539,Wellbutrin SR,6
41549,Oleptro,9
41589,Vortioxetine,8
41612,Fluoxetine,7
41647,Duloxetine,9
41652,Abilify,10
41657,Citalopram,10
41689,Paroxetine,7
41712,Bupropion,6
41721,Escitalopram,4
41724,Vortioxetine,2
41725,Vilazodone,10
41743,Escitalopram,10
41758,Mirtazapine,10
41808,Sertraline,6
41884,Mirtazapine,8
41885,Celexa,3
41911,Xanax,10
41915,Tramadol,7
41924,Tranylcypromine,10
41936,Escitalopram,8
41937,Mirtazapine,4
41941,Cymbalta,7
41948,Vilazodone,10
41950,Paroxetine,7
41981,Abilify,10
41992,Tramadol,10
42043,Quetiapine,9
42060,Aripiprazole,5
42079,Prozac,4
42084,Aripiprazole,1
42085,Sertraline,3
42102,Pristiq,9
42105,Lexapro,7
42125,Wellbutrin,7
42152,Desvenlafaxine,10
42158,Venlafaxine,10
42164,Escitalopram,7
42214,Methylphenidate,10
42228,Zoloft,8
42232,Cymbalta,8
42273,Desvenlafaxine,9
42300,Lexapro,6
42320,Lexapro,8
42334,Desvenlafaxine,2
42345,Sertraline,6
42349,Vortioxetine,8
42371,Wellbutrin,10
42424,Vortioxetine,1
42472,Abilify,7
42480,Celexa,9
42494,Cymbalta,8
42522,Celexa,5
42530,Duloxetine,1
42537,Celexa,1
42544,Wellbutrin,10
42549,Lexapro,9
42569,Trintellix,8
42609,L-methylfolate,7
42637,Nortriptyline,9
42642,Bupropion,8
42666,Ritalin,7
42674,Pristiq,9
42679,Parnate,8
42693,Sertraline,8
42705,Celexa,9
42758,Pristiq,10
42770,Duloxetine,1
42783,Cymbalta,5
42791,Effexor XR,10
42807,Fluoxetine,10
42841,Bupropion,10
42878,Pristiq,10
42899,Mirtazapine,10
42908,Desvenlafaxine,2
42918,Wellbutrin XL,6
42919,Citalopram,1
42944,Seroquel XR,9
42947,Escitalopram,8
42970,Desvenlafaxine,1
42991,Sertraline,1
42992,Cymbalta,10
43007,Fetzima,1
43015,Sertraline,7
43019,Abilify,10
43028,Vortioxetine,2
43031,Paroxetine,7
43040,Prozac,8
43048,L-methylfolate,1
43062,Sertraline,10
43089,Venlafaxine,10
43099,Zoloft,10
43100,Effexor,9
43107,Wellbutrin XL,4
43128,Pristiq,1
43140,Celexa,9
43144,Viibryd,7
43149,Wellbutrin,6
43165,Cymbalta,10
43169,Nardil,10
43181,Wellbutrin XL,10
43183,Amitriptyline,10
43186,Remeron,7
43187,Prozac,8
43222,Desvenlafaxine,10
43246,Bupropion,10
43257,Viibryd,1
43281,Prozac,1
43315,Cymbalta,7
43341,Bupropion,9
43343,Desvenlafaxine,8
43353,Aripiprazole,9
43355,Nuvigil,10
43359,Effexor XR,8
43369,Citalopram,8
43373,Venlafaxine,8
43391,Bupropion,10
43397,Viibryd,1
43399,Viibryd,7
43408,Aripiprazole,7
43421,Wellbutrin XL,10
43427,St. john's wort,7
43444,Bupropion,10
43500,Venlafaxine,9
43518,Wellbutrin,2
43521,Vortioxetine,1
43525,Citalopram,7
43529,Lexapro,10
43547,Sertraline,10
43559,Wellbutrin XL,10
43569,Trintellix,10
43577,Lexapro,2
43579,Citalopram,6
43583,Vortioxetine,5
43601,Aripiprazole,9
43605,Sertraline,8
43613,Lexapro,10
43621,Aripiprazole,9
43644,Pristiq,9
43653,Bupropion,8
43669,Venlafaxine,5
43670,Trintellix,6
43696,Wellbutrin,10
43728,Vortioxetine,10
43733,Selegiline,9
43746,Vortioxetine,8
43802,Vortioxetine,1
43814,Viibryd,1
43824,Vortioxetine,6
43857,Duloxetine,2
43864,Fluoxetine,9
43889,Clomipramine,9
43895,Alprazolam,10
43921,Cymbalta,8
43937,Viibryd,10
43942,Abilify,6
43950,Wellbutrin SR,1
43969,Vilazodone,1
43980,Pristiq,10
43981,Zoloft,10
43987,Bupropion,9
43998,Escitalopram,9
44036,Desvenlafaxine,3
44040,Bupropion,8
44054,Duloxetine,1
44102,Paroxetine,1
44134,Mirtazapine,6
44161,Wellbutrin,10
44174,Vortioxetine,1
44186,Escitalopram,9
44213,Remeron,2
44270,Seroquel XR,8
44272,Quetiapine,1
44323,Venlafaxine,10
44339,Desvenlafaxine,8
44343,Pristiq,9
44345,Venlafaxine,10
44347,Wellbutrin,10
44394,Cymbalta,9
44405,Wellbutrin XL,10
44410,Escitalopram,10
44433,Norpramin,9
44442,Aripiprazole,10
44467,Vilazodone,10
44487,Bupropion,4
44498,Sertraline,9
44499,Sertraline,1
44533,Prozac,8
44549,Nardil,8
44562,Nefazodone,10
44572,Desvenlafaxine,1
44599,Seroquel,9
44634,Abilify,9
44648,Cymbalta,7
44673,Paroxetine,9
44694,Paxil,9
44764,Desvenlafaxine,10
44773,Sertraline,10
44801,Bupropion,7
44808,Bupropion,10
44815,Vortioxetine,9
44819,Prozac,10
44825,Paxil,10
44845,Effexor XR,10
44860,Phenelzine,4
44898,Sertraline,9
44916,Abilify,8
44919,Sertraline,7
44928,Zoloft,9
44960,Cymbalta,9
44975,Cymbalta,9
44985,Mirtazapine,9
45031,Bupropion,5
45059,Nortriptyline,7
45106,Mirtazapine,9
45111,Venlafaxine,9
45149,Vortioxetine,1
45154,Trintellix,6
45165,Fluoxetine,6
45170,Wellbutrin XL,5
45179,Trintellix,6
45182,Quetiapine,8
45201,Escitalopram,10
45209,Prozac,8
45247,Zoloft,9
45257,Wellbutrin,9
45305,Duloxetine,1
45359,Desvenlafaxine,9
45361,Bupropion,5
45379,Citalopram,3
45386,Citalopram,7
45398,Citalopram,9
45403,Fluoxetine,10
45415,Zoloft,10
45417,Cymbalta,6
45433,Cymbalta,1
45468,Sertraline,4
45470,Citalopram,8
45472,Sertraline,9
45488,Desvenlafaxine,3
45498,Remeron,1
45501,Vortioxetine,1
45513,Bupropion,9
45518,Mirtazapine,8
45563,Effexor,3
45613,Citalopram,9
45631,Bupropion,5
45639,Venlafaxine,10
45652,Fluoxetine,7
45654,Viibryd,5
45658,Wellbutrin XL,10
45662,Escitalopram,1
45672,Prozac,7
45675,Lexapro,7
45710,Desvenlafaxine,8
45723,Desvenlafaxine,9
45740,Zoloft,9
45756,Desvenlafaxine,8
45766,Olanzapine,7
45781,Bupropion,8
45786,Desvenlafaxine,9
45792,Paxil,1
45800,Pristiq,5
45829,Viibryd,9
45839,Mirtazapine,6
45892,Quetiapine,10
45901,Lexapro,8
45902,Niacin,8
45906,Vilazodone,9
45908,Trazodone,9
45914,Viibryd,1
45950,Fluoxetine,10
45970,Desvenlafaxine,9
45976,Vilazodone,9
45983,Citalopram,8
46016,Bupropion,1
46022,Celexa,10
46029,Venlafaxine,10
46033,Sertraline,10
46039,Levomilnacipran,6
46047,Mirtazapine,7
46052,Citalopram,2
46057,Doxepin,1
46082,Pristiq,10
46083,Vortioxetine,10
46116,Effexor XR,10
46122,Vortioxetine,6
46123,Mirtazapine,9
46145,Viibryd,8
46152,Zoloft,8
46172,Celexa,6
46175,Venlafaxine,6
46202,Desvenlafaxine,7
46210,Zyprexa,8
46244,Citalopram,10
46246,Abilify,9
46259,Seroquel,10
46265,Pristiq,7
46275,Sertraline,6
46291,Trintellix,9
46293,Fluoxetine,4
46336,Lexapro,8
46385,Citalopram,6
46408,Vortioxetine,9
46415,Lexapro,6
46443,Fluoxetine,2
46476,Prozac,7
46479,Nortriptyline,10
46507,Desvenlafaxine,6
46516,Zoloft,10
46519,Desvenlafaxine,8
46524,Zoloft,10
46538,Fetzima,8
46556,Escitalopram,8
46600,Celexa,3
46603,L-methylfolate,8
46646,Zoloft,8
46650,Wellbutrin XL,10
46721,Wellbutrin XL,10
46741,Sertraline,4
46767,Effexor XR,3
46770,Desvenlafaxine,7
46800,Olanzapine,6
46823,Risperidone,6
46830,Abilify,6
46876,Zoloft,10
46890,Trintellix,1
46913,Zyprexa,8
46917,Cymbalta,10
46920,Lexapro,1
46969,Bupropion,9
46985,Vilazodone,10
46993,Xanax,10
47012,Levomilnacipran,9
47016,Escitalopram,10
47021,Wellbutrin,2
47041,Venlafaxine,1
47042,Escitalopram,10
47050,Desvenlafaxine,9
47064,Cymbalta,9
47106,Mirtazapine,10
47121,Pristiq,9
47140,Effexor XR,3
47163,Escitalopram,1
47167,Wellbutrin SR,8
47176,Paroxetine,5
47189,Fetzima,3
47202,Bupropion,10
47233,Pristiq,9
47295,Trintellix,2
47304,Alprazolam,10
47311,Bupropion,8
47339,Tranylcypromine,8
47340,Deplin,1
47347,Viibryd,10
47352,Sertraline,10
47370,Modafinil,10
47381,Venlafaxine,10
47405,Desvenlafaxine,9
47410,Fluoxetine,7
47451,Deplin,10
47455,Lexapro,5
47476,Mirtazapine,5
47506,Sertraline,8
47508,Fluoxetine / olanzapine,9
47528,Zyprexa,7
47550,Duloxetine,9
47554,Escitalopram,9
47560,Alprazolam,10
47561,Quetiapine,7
47572,Tranylcypromine,7
47586,Prozac,10
47607,St. john's wort,3
47618,Amitriptyline,4
47633,Cymbalta,8
47646,Venlafaxine,10
47653,Celexa,10
47678,Effexor XR,2
47717,Mirtazapine,9
47744,Aripiprazole,3
47750,Abilify,8
47752,Bupropion,8
47778,Desvenlafaxine,7
47808,Bupropion,2
47870,Pristiq,10
47932,Mirtazapine,4
47937,Zoloft,8
47941,Xanax,10
47954,Sertraline,5
47955,Venlafaxine,10
48028,Zoloft,2
48066,Amoxapine,10
48091,Paroxetine,10
48101,Citalopram,10
48140,Escitalopram,9
48146,Escitalopram,9
48151,Venlafaxine,7
48173,Zoloft,6
48183,Trintellix,1
48215,Citalopram,2
48229,Prozac,10
48236,Bupropion,9
48247,Citalopram,10
48277,Venlafaxine,8
48346,Levomilnacipran,2
48350,Effexor XR,10
48362,Wellbutrin,9
48363,Sertraline,1
48374,Duloxetine,1
48385,Wellbutrin,8
48387,Cymbalta,8
48403,Trintellix,8
48447,Remeron,8
48452,Escitalopram,8
48472,Pristiq,3
48497,Trintellix,10
48524,Bupropion,10
48530,Sertraline,6
48541,Bupropion,9
48542,Fluoxetine,4
48576,Venlafaxine,10
48621,Pristiq,7
48624,Effexor XR,9
48650,Sertraline,7
48662,Zoloft,2
48675,Vilazodone,9
48685,Viibryd,1
48690,Trazodone,1
48703,Bupropion,10
48799,Clomipramine,10
48822,Bupropion,8
48852,Desvenlafaxine,9
48877,Mirtazapine,10
48880,Prozac,10
48884,Pristiq,1
48946,Wellbutrin,9
48962,Escitalopram,8
48969,Mirtazapine,7
48979,Xanax,3
48980,Pristiq,9
49011,Pristiq,1
49032,Xanax,10
49052,Elavil,10
49100,Desipramine,1
49107,Escitalopram,10
49119,Parnate,10
49122,Trintellix,8
49136,Bupropion,10
49144,Vortioxetine,1
49164,Risperdal M-Tab,10
49167,Bupropion,8
49204,Vortioxetine,9
49229,Venlafaxine,8
49233,Desvenlafaxine,10
49261,Duloxetine,4
49274,Citalopram,8
49286,Trintellix,5
49289,Desvenlafaxine,9
49292,Viibryd,4
49293,Viibryd,10
49308,Mirtazapine,9
49309,Bupropion,1
49324,Vortioxetine,7
49327,Viibryd,1
49347,Citalopram,10
49405,Bupropion,10
49406,Bupropion,1
49420,Desvenlafaxine,10
49428,Desvenlafaxine,9
49437,Seroquel XR,10
49458,Fluoxetine,9
49500,Trazodone,3
49505,Desvenlafaxine,1
49507,Bupropion,9
49525,Zyprexa,7
49562,Effexor XR,4
49643,Escitalopram,10
49645,Celexa,9
49651,Duloxetine,7
49664,Niacin,10
49674,Sertraline,10
49697,Vortioxetine,10
49700,Zoloft,5
49701,Viibryd,10
49709,Escitalopram,10
49749,Prozac,6
49753,Wellbutrin,10
49794,Desvenlafaxine,6
49845,Viibryd,2
49863,Bupropion,8
49864,Quetiapine,6
49874,Desvenlafaxine,7
49912,Desvenlafaxine,10
49970,Lexapro,10
49972,Zoloft,7
49980,Remeron,8
50020,Mirtazapine,10
50021,Citalopram,6
50029,Emsam,10
50033,Celexa,10
50039,Duloxetine,9
50092,Nuvigil,10
50108,Escitalopram,2
50110,Invega,10
50127,Effexor,8
50145,Venlafaxine,1
50191,Pristiq,7
50244,Pristiq,10
50265,Wellbutrin XL,10
50272,Quetiapine,10
50281,Paroxetine,10
50294,Quetiapine,10
50304,Xanax,10
50324,Escitalopram,7
50326,Lexapro,7
50346,Trintellix,7
50361,Desvenlafaxine,8
50383,Tramadol,10
50405,Paxil CR,10
50456,Effexor,10
50496,Bupropion,10
50547,Lexapro,9
50551,Prozac,10
50556,Lamotrigine,9
50560,Bupropion,9
50568,Aripiprazole,9
50589,Remeron,1
50624,Prozac,10
50638,Niacin,9
50653,Paxil,9
50661,Paroxetine,7
50663,Desvenlafaxine,8
50669,Pristiq,5
50670,Desvenlafaxine,1
50705,Trintellix,7
50720,Desvenlafaxine,1
50726,Mirtazapine,10
50740,Trintellix,6
50755,Fluoxetine,5
50805,Effexor,10
50812,Viibryd,3
50822,Citalopram,5
50839,Quetiapine,8
50902,Xanax,9
50923,Duloxetine,1
50950,Bupropion,7
50975,Alprazolam,10
50979,Venlafaxine,8
50992,Zoloft,6
50996,Vortioxetine,1
51024,Desvenlafaxine,10
51031,Aripiprazole,10
51085,Vortioxetine,10
51088,Cymbalta,1
51145,Viibryd,1
51166,Effexor,10
51180,Trintellix,9
51219,Vortioxetine,9
51225,Cymbalta,10
51240,Venlafaxine,10
51242,Bupropion,9
51260,Olanzapine,1
51296,Aripiprazole,9
51309,Duloxetine,10
51333,Bupropion,8
51340,Citalopram,10
51357,Desvenlafaxine,10
51371,Sertraline,8
51388,Aripiprazole,1
51432,Bupropion,9
51443,Wellbutrin,9
51470,Venlafaxine,1
51481,Vortioxetine,8
51502,Effexor XR,7
51530,Viibryd,10
51553,Effexor,2
51574,Duloxetine,5
51582,Vilazodone,9
51599,Zoloft,10
51627,Citalopram,5
51643,Abilify,1
51654,Desvenlafaxine,9
51673,Trintellix,4
51703,Zoloft,8
51826,Serzone,9
51880,Abilify,7
51885,Desvenlafaxine,8
51902,Fluoxetine,8
51913,Wellbutrin,10
51963,Desvenlafaxine,7
51976,Sertraline,1
52022,Venlafaxine,8
52025,Desvenlafaxine,2
52029,Lamotrigine,4
52060,Methylphenidate,9
52065,Bupropion,8
52073,Pristiq,8
52084,Lexapro,5
52089,Bupropion,6
52090,Amitriptyline,9
52092,Pristiq,6
52131,Levomilnacipran,10
52134,Effexor XR,10
52223,Citalopram,6
52231,Sertraline,9
52248,Amitriptyline / perphenazine,9
52279,Citalopram,9
52289,Pristiq,1
52310,Wellbutrin,9
52315,Sertraline,8
52336,Desvenlafaxine,10
52352,Escitalopram,2
52364,Wellbutrin,10
52392,Prozac,6
52402,Lexapro,9
52426,Cymbalta,9
52430,Bupropion,8
52441,L-methylfolate,10
52448,Brexpiprazole,4
52454,Zoloft,2
52472,Duloxetine,1
52481,Sertraline,9
52483,Citalopram,4
52520,Desvenlafaxine,8
52552,Vilazodone,10
52562,Bupropion,8
52570,Duloxetine,7
52578,Aripiprazole,10
52585,Abilify,10
52598,Quetiapine,8
52615,Lexapro,2
52626,Celexa,3
52635,Viibryd,6
52648,Paxil,8
52651,Aripiprazole,9
52680,Vortioxetine,4
52695,Modafinil,9
52713,Desvenlafaxine,5
52731,Celexa,8
52736,Selegiline,9
52769,Sertraline,7
52783,Bupropion,8
52792,Vortioxetine,9
52801,Methylphenidate,10
52833,Bupropion,10
52836,Paroxetine,4
52900,Effexor XR,9
52904,Venlafaxine,3
52911,Celexa,7
52930,Amitriptyline,8
52932,Mirtazapine,8
52944,Vilazodone,5
52948,Fluoxetine,8
52953,Venlafaxine,6
52992,Wellbutrin SR,3
53015,Sertraline,9
53032,Vortioxetine,10
53074,Wellbutrin,8
53123,Wellbutrin XL,3
53131,Vilazodone,7
53137,Prozac,1
53156,Lexapro,10
53182,Abilify,1
53183,Bupropion,10
53190,Sertraline,7
53221,Mirtazapine,8
53252,Lexapro,10
53263,Vortioxetine,1
53270,Desvenlafaxine,7
53281,Bupropion,2
53301,Pristiq,8
53307,Prozac,1
53312,Desvenlafaxine,10
53330,Desvenlafaxine,10
53351,Duloxetine,8
53372,Trazodone,9
53384,Bupropion,10
53414,Cymbalta,7
53428,Pristiq,10
53433,Vortioxetine,2
53447,Bupropion,6
53453,Fluoxetine,9
53464,Effexor,7
53471,Nardil,3
53491,Seroquel XR,8
53505,Bupropion,10
53510,Desvenlafaxine,8
53518,Remeron,8
53550,Celexa,10
53580,Sertraline,10
53582,Pristiq,10
53600,Lexapro,8
53601,Vortioxetine,9
53691,Citalopram,10
53724,Maprotiline,9
53732,Lexapro,7
